taxonID,scientificName,kingdom,phylum,class,order,family,nomenclaturalCode
gn_19073,Perisoreus infaustus infaustus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19074,Perisoreus infaustus ostjakorum,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19075,Perisoreus infaustus yakutensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19076,Perisoreus infaustus ruthenus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19077,Perisoreus infaustus opicus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19078,Perisoreus infaustus rogosowi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19079,Perisoreus infaustus varnak,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19080,Perisoreus infaustus sakhalinensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19081,Perisoreus infaustus maritimus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19082,Perisoreus internigrans,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19083,Perisoreus canadensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19084,Perisoreus canadensis [canadensis Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19085,Perisoreus canadensis pacificus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19086,Perisoreus canadensis canadensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19087,Perisoreus canadensis albescens,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19088,Perisoreus canadensis nigricapillus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19089,Perisoreus canadensis capitalis/bicolor,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19090,Perisoreus canadensis bicolor,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19091,Perisoreus canadensis capitalis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19092,Perisoreus canadensis obscurus/griseus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19093,Perisoreus canadensis griseus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19094,Perisoreus canadensis obscurus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19095,Cyanolyca mirabilis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19096,Cyanolyca nanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19097,Cyanolyca pumilo,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19098,Cyanolyca argentigula,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19099,Cyanolyca argentigula albior,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19100,Cyanolyca argentigula argentigula,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19101,Cyanolyca cucullata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19102,Cyanolyca cucullata mitrata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19103,Cyanolyca cucullata guatemalae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19104,Cyanolyca cucullata hondurensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19105,Cyanolyca cucullata cucullata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19106,Cyanolyca pulchra,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19107,Cyanolyca armillata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19108,Cyanolyca armillata armillata/meridana,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19109,Cyanolyca armillata armillata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19110,Cyanolyca armillata meridana,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19111,Cyanolyca armillata quindiuna,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19112,Cyanolyca turcosa,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19113,Cyanolyca viridicyanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19114,Cyanolyca viridicyanus jolyaea,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19115,Cyanolyca viridicyanus cyanolaema,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19116,Cyanolyca viridicyanus viridicyanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19117,Calocitta colliei,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19118,Calocitta formosa,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19119,Calocitta formosa formosa,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19120,Calocitta formosa azurea,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19121,Calocitta formosa pompata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19122,Psilorhinus morio,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19123,Psilorhinus morio palliatus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19124,Psilorhinus morio morio,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19125,Psilorhinus morio cyanogenys,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19126,Psilorhinus morio vociferus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19127,Cyanocorax dickeyi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19128,Cyanocorax affinis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19129,Cyanocorax affinis zeledoni,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19130,Cyanocorax affinis affinis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19131,Cyanocorax yncas,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19132,Cyanocorax yncas [luxuosus Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19133,Cyanocorax yncas speciosus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19134,Cyanocorax yncas vividus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19135,Cyanocorax yncas luxuosus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19136,Cyanocorax yncas centralis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19137,Cyanocorax yncas maya,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19138,Cyanocorax yncas [yncas Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19139,Cyanocorax yncas galeatus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19140,Cyanocorax yncas cyanodorsalis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19141,Cyanocorax yncas andicolus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19142,Cyanocorax yncas guatimalensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19143,Cyanocorax yncas yncas,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19144,Cyanocorax yncas longirostris,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19145,Cyanocorax melanocyaneus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19146,Cyanocorax melanocyaneus melanocyaneus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19147,Cyanocorax melanocyaneus chavezi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19148,Cyanocorax sanblasianus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19149,Cyanocorax sanblasianus nelsoni,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19150,Cyanocorax sanblasianus sanblasianus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19151,Cyanocorax yucatanicus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19152,Cyanocorax yucatanicus yucatanicus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19153,Cyanocorax yucatanicus rivularis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19154,Cyanocorax beecheii,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19155,Cyanocorax cyanomelas,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19156,Cyanocorax caeruleus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19157,Cyanocorax violaceus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19158,Cyanocorax violaceus pallidus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19159,Cyanocorax violaceus violaceus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19160,Cyanocorax cristatellus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19161,Cyanocorax mystacalis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19162,Cyanocorax cayanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19163,Cyanocorax heilprini,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19164,Cyanocorax heilprini heilprini,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19165,Cyanocorax heilprini hafferi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19166,Cyanocorax chrysops,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19167,Cyanocorax chrysops diesingii,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19168,Cyanocorax chrysops chrysops,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19169,Cyanocorax chrysops tucumanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19170,Cyanocorax cyanopogon,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19171,Gymnorhinus cyanocephalus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19172,Cyanocitta stelleri,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19173,Cyanocitta stelleri [stelleri Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19174,Cyanocitta stelleri stelleri,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19175,Cyanocitta stelleri carlottae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19176,Cyanocitta stelleri frontalis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19177,Cyanocitta stelleri carbonacea,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19178,Cyanocitta stelleri [diademata Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19179,Cyanocitta stelleri annectens,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19180,Cyanocitta stelleri macrolopha,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19181,Cyanocitta stelleri diademata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19182,Cyanocitta stelleri phillipsi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19183,Cyanocitta stelleri [coronata Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19184,Cyanocitta stelleri coronata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19185,Cyanocitta stelleri purpurea,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19186,Cyanocitta stelleri azteca,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19187,Cyanocitta stelleri teotepecensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19188,Cyanocitta stelleri restricta,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19189,Cyanocitta stelleri ridgwayi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19190,Cyanocitta stelleri lazula,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19191,Cyanocitta stelleri suavis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19192,Cyanocitta cristata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19193,Cyanocitta cristata bromia,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19194,Cyanocitta cristata cristata,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19195,Cyanocitta cristata semplei,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19196,Cyanocitta cristata cyanotephra,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19197,Aphelocoma coerulescens,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19198,Aphelocoma insularis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19199,Aphelocoma californica,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19200,Aphelocoma californica immanis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19201,Aphelocoma californica caurina,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19202,Aphelocoma californica oocleptica,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19203,Aphelocoma californica californica,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19204,Aphelocoma californica cana,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19205,Aphelocoma californica obscura,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19206,Aphelocoma californica cactophila,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19207,Aphelocoma californica hypoleuca,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19208,Aphelocoma woodhouseii,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19209,Aphelocoma woodhouseii [woodhouseii Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19210,Aphelocoma woodhouseii nevadae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19211,Aphelocoma woodhouseii woodhouseii,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19212,Aphelocoma woodhouseii texana,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19213,Aphelocoma woodhouseii grisea,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19214,Aphelocoma woodhouseii cyanotis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19215,Aphelocoma woodhouseii sumichrasti/remota,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19216,Aphelocoma woodhouseii sumichrasti,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19217,Aphelocoma woodhouseii remota,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19218,Aphelocoma wollweberi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19219,Aphelocoma wollweberi [wollweberi Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19220,Aphelocoma wollweberi arizonae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19221,Aphelocoma wollweberi wollweberi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19222,Aphelocoma wollweberi gracilis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19223,Aphelocoma wollweberi couchii,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19224,Aphelocoma wollweberi potosina,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19225,Aphelocoma ultramarina,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19226,Aphelocoma ultramarina ultramarina,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19227,Aphelocoma ultramarina colimae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19228,Aphelocoma unicolor,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19229,Aphelocoma unicolor concolor,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19230,Aphelocoma unicolor guerrerensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19231,Aphelocoma unicolor oaxacae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19232,Aphelocoma unicolor unicolor,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19233,Aphelocoma unicolor griscomi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19234,Garrulus glandarius,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19235,Garrulus glandarius [glandarius Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19236,Garrulus glandarius rufitergum,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19237,Garrulus glandarius hibernicus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19238,Garrulus glandarius glandarius,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19239,Garrulus glandarius severtzowi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19240,Garrulus glandarius lusitanicus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19241,Garrulus glandarius fasciatus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19242,Garrulus glandarius corsicanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19243,Garrulus glandarius albipectus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19244,Garrulus glandarius jordansi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19245,Garrulus glandarius ichnusae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19246,Garrulus glandarius graecus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19247,Garrulus glandarius cretorum,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19248,Garrulus glandarius glaszneri,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19249,Garrulus glandarius ferdinandi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19250,Garrulus glandarius [atricapillus Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19251,Garrulus glandarius atricapillus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19252,Garrulus glandarius anatoliae,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19253,Garrulus glandarius samios,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19254,Garrulus glandarius iphigenia,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19255,Garrulus glandarius krynicki,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19256,Garrulus glandarius [cervicalis Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19257,Garrulus glandarius minor,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19258,Garrulus glandarius cervicalis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19259,Garrulus glandarius whitakeri,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19260,Garrulus glandarius hyrcanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19261,Garrulus glandarius [brandtii Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19262,Garrulus glandarius brandtii,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19263,Garrulus glandarius bambergi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19264,Garrulus glandarius kansuensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19265,Garrulus glandarius pekingensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19266,Garrulus glandarius [bispecularis Group],Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19267,Garrulus glandarius sinensis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19268,Garrulus glandarius haringtoni,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19269,Garrulus glandarius interstinctus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19270,Garrulus glandarius persaturatus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19271,Garrulus glandarius bispecularis,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19272,Garrulus glandarius taivanus,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
gn_19273,Garrulus glandarius leucotis/oatesi,Animalia,Chordata,Aves,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",ICZN
