taxonID,scientificName,kingdom,phylum,class,order,family,nomenclaturalCode
gn_1762,Macropygia unchall,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1763,Macropygia unchall tusalia,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1764,Macropygia unchall minor,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1765,Macropygia unchall unchall,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1766,Macropygia phasianella,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1767,Macropygia macassariensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1768,Macropygia macassariensis macassariensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1769,Macropygia macassariensis longa,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1770,Macropygia magna,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1771,Macropygia timorlaoensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1772,Macropygia amboinensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1773,Macropygia amboinensis amboinensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1774,Macropygia amboinensis keyensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1775,Macropygia amboinensis maforensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1776,Macropygia amboinensis griseinucha,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1777,Macropygia amboinensis meeki,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1778,Macropygia amboinensis admiralitatis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1779,Macropygia amboinensis hueskeri,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1780,Macropygia amboinensis carteretia,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1781,Macropygia amboinensis cinereiceps,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1782,Macropygia amboinensis cunctata,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1783,Macropygia doreya,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1784,Macropygia doreya [albicapilla Group],Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1785,Macropygia doreya sanghirensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1786,Macropygia doreya albicapilla,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1787,Macropygia doreya atrata,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1788,Macropygia doreya sedecima,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1789,Macropygia doreya [doreya Group],Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1790,Macropygia doreya albiceps,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1791,Macropygia doreya doreya,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1792,Macropygia doreya balim,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1793,Macropygia rufipennis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1794,Macropygia rufipennis andamanica,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1795,Macropygia rufipennis rufipennis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1796,Macropygia tenuirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1797,Macropygia tenuirostris septentrionalis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1798,Macropygia tenuirostris phaea,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1799,Macropygia tenuirostris tenuirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1800,Macropygia tenuirostris borneensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1801,Macropygia emiliana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1802,Macropygia emiliana emiliana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1803,Macropygia emiliana megala,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1804,Macropygia cinnamomea,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1805,Macropygia modiglianii,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1806,Macropygia modiglianii hypopercna,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1807,Macropygia modiglianii modiglianii,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1808,Macropygia modiglianii elassa,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1809,Macropygia nigrirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1810,Macropygia mackinlayi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1811,Macropygia mackinlayi arossi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1812,Macropygia mackinlayi mackinlayi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1813,Macropygia ruficeps,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1814,Macropygia ruficeps assimilis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1815,Macropygia ruficeps engelbachi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1816,Macropygia ruficeps malayana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1817,Macropygia ruficeps simalurensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1818,Macropygia ruficeps sumatrana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1819,Macropygia ruficeps nana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1820,Macropygia ruficeps ruficeps,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1821,Macropygia ruficeps orientalis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1822,Reinwardtoena reinwardti,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1823,Reinwardtoena reinwardti reinwardti,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1824,Reinwardtoena reinwardti griseotincta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1825,Reinwardtoena reinwardti brevis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1826,Reinwardtoena browni,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1827,Reinwardtoena crassirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1828,Turacoena manadensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1829,Turacoena sulaensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1830,Turacoena modesta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1831,Turtur chalcospilos,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1832,Turtur abyssinicus,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1833,Turtur afer,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1834,Turtur tympanistria,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1835,Turtur brehmeri,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1836,Turtur brehmeri infelix,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1837,Turtur brehmeri brehmeri,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1838,Oena capensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1839,Oena capensis capensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1840,Oena capensis aliena,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1841,Chalcophaps indica,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1842,Chalcophaps indica indica,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1843,Chalcophaps indica robinsoni,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1844,Chalcophaps indica maxima,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1845,Chalcophaps indica augusta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1846,Chalcophaps indica natalis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1847,Chalcophaps indica minima,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1848,Chalcophaps longirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1849,Chalcophaps longirostris rogersi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1850,Chalcophaps longirostris longirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1851,Chalcophaps longirostris sandwichensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1852,Chalcophaps stephani,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1853,Chalcophaps stephani wallacei,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1854,Chalcophaps stephani stephani,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1855,Chalcophaps stephani mortoni,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1856,Henicophaps albifrons,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1857,Henicophaps albifrons albifrons,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1858,Henicophaps albifrons schlegeli,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1859,Henicophaps foersteri,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1860,Alopecoenas hoedtii,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1861,Alopecoenas stairi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1862,Alopecoenas sanctaecrucis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1863,Alopecoenas salamonis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1864,Alopecoenas ferrugineus,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1865,Alopecoenas beccarii,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1866,Alopecoenas beccarii beccarii,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1867,Alopecoenas beccarii [johannae Group],Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1868,Alopecoenas beccarii johannae,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1869,Alopecoenas beccarii eichhorni,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1870,Alopecoenas beccarii admiralitatis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1871,Alopecoenas beccarii masculinus,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1872,Alopecoenas beccarii intermedius,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1873,Alopecoenas beccarii solomonensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1874,Alopecoenas canifrons,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1875,Alopecoenas jobiensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1876,Alopecoenas jobiensis jobiensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1877,Alopecoenas jobiensis chalconotus,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1878,Alopecoenas rubescens,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1879,Alopecoenas kubaryi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1880,Alopecoenas erythropterus,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1881,Alopecoenas xanthonurus,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1882,Alopecoenas norfolkensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1883,Phaps chalcoptera,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1884,Phaps elegans,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1885,Phaps elegans occidentalis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1886,Phaps elegans elegans,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1887,Phaps histrionica,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1888,Ocyphaps lophotes,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1889,Ocyphaps lophotes whitlocki,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1890,Ocyphaps lophotes lophotes,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1891,Geophaps plumifera,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1892,Geophaps plumifera ferruginea,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1893,Geophaps plumifera plumifera/leucogaster,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1894,Geophaps plumifera plumifera,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1895,Geophaps plumifera leucogaster,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1896,Geophaps scripta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1897,Geophaps scripta peninsulae,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1898,Geophaps scripta scripta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1899,Geophaps smithii,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1900,Geophaps smithii blaauwi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1901,Geophaps smithii smithii,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1902,Petrophassa rufipennis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1903,Petrophassa albipennis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1904,Petrophassa albipennis albipennis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1905,Petrophassa albipennis boothi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1906,Leucosarcia melanoleuca,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1907,Geopelia cuneata,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1908,Geopelia striata,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1909,Geopelia placida,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1910,Geopelia placida papua,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1911,Geopelia placida placida,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1912,Geopelia placida clelandi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1913,Geopelia maugeus,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1914,Geopelia humeralis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1915,Geopelia humeralis gregalis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1916,Geopelia humeralis humeralis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1917,Geopelia humeralis headlandi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1918,Columbina inca,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1919,Columbina passerina,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1920,Columbina passerina passerina,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1921,Columbina passerina pallescens,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1922,Columbina passerina socorroensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1923,Columbina passerina neglecta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1924,Columbina passerina bahamensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1925,Columbina passerina exigua,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1926,Columbina passerina insularis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1927,Columbina passerina jamaicensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1928,Columbina passerina navassae,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1929,Columbina passerina portoricensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1930,Columbina passerina nigrirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1931,Columbina passerina trochila,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1932,Columbina passerina antillarum,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1933,Columbina passerina albivitta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1934,Columbina passerina parvula,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1935,Columbina passerina nana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1936,Columbina passerina quitensis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1937,Columbina passerina griseola,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1938,Columbina minuta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1939,Columbina minuta interrupta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1940,Columbina minuta elaeodes,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1941,Columbina minuta minuta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1942,Columbina minuta amazilia,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1943,Columbina talpacoti,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1944,Columbina talpacoti eluta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1945,Columbina talpacoti rufipennis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1946,Columbina talpacoti caucae,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1947,Columbina talpacoti talpacoti,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1948,Columbina buckleyi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1949,Columbina buckleyi buckleyi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1950,Columbina buckleyi dorsti,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1951,Columbina squammata,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1952,Columbina squammata ridgwayi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1953,Columbina squammata squammata,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1954,Columbina picui,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1955,Columbina picui strepitans,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1956,Columbina picui picui,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1957,Columbina cruziana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1958,Columbina cyanopis,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1959,Claravis pretiosa,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1960,Paraclaravis mondetoura,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1961,Paraclaravis mondetoura ochoterena,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1962,Paraclaravis mondetoura salvini,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1963,Paraclaravis mondetoura umbrina,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1964,Paraclaravis mondetoura pulchra,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1965,Paraclaravis mondetoura mondetoura,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1966,Paraclaravis mondetoura inca,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1967,Paraclaravis geoffroyi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1968,Metriopelia ceciliae,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1969,Metriopelia ceciliae ceciliae,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1970,Metriopelia ceciliae obsoleta,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1971,Metriopelia ceciliae zimmeri,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1972,Metriopelia morenoi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1973,Metriopelia melanoptera,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1974,Metriopelia melanoptera saturatior,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1975,Metriopelia melanoptera melanoptera,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1976,Metriopelia aymara,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1977,Uropelia campestris,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1978,Starnoenas cyanocephala,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1979,Geotrygon purpurata,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1980,Geotrygon saphirina,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1981,Geotrygon saphirina saphirina,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1982,Geotrygon saphirina rothschildi,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1983,Geotrygon versicolor,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1984,Geotrygon montana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1985,Geotrygon montana montana,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1986,Geotrygon montana martinica,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1987,Geotrygon violacea,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1988,Geotrygon violacea albiventer,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
gn_1989,Geotrygon violacea violacea,Animalia,Chordata,Aves,Columbiformes,Columbidae (Pigeons and Doves),ICZN
